h_id	tax_id	enterez_id	genesymbol	??	???
131202	9606	286122	C8orf31	27735123	NP_775958.1
131207	9606	283579	C14orf178	28212280	NP_777603.1
131208	10090	620078	C130026I21Rik	126352632	NP_001032998.2
131208	10090	100041057	LOC100041057	309272682	XP_003085583.1
131208	10090	101055672	LOC101055672	569016036	XP_006535921.1
131208	10090	381287	A530032D15Rik	126215538	NP_998780.2
131208	10090	102636767	LOC102636767	569016085	XP_006535940.1
131208	10090	102634581	LOC102634581	569016124	XP_006535658.1
131210	10090	101434	Ceacam15	189409173	NP_780524.1
131210	10116	100362394	Ceacam15	564326825	XP_006228591.1
131211	10090	319317	Snhg11	124286809	NP_783623.2
131211	10116	362256	Snhg11	384368019	NP_001244940.1
131212	9606	253639	ZNF620	52353239	NP_787084.1
131213	9606	283416	C12orf61	28557723	NP_787091.1
131217	9606	375484	SIMC1	196259796	NP_940969.3
131217	10090	319719	Simc1	171184441	NP_795961.3
131217	10116	100361684	Simc1	564390609	XP_006253726.1
131221	10090	224019	Tmem191c	224809221	NP_803424.2
131221	10116	680867	Tmem191c	564377798	XP_001059247.3
131225	10090	328971	Spink10	29244400	NP_808497.1
131225	10116	100361300	Spink10	392354731	XP_002728606.2
131228	9606	347688	TUBB8	42558279	NP_817124.1
131234	9606	340719	NANOS1	40804761	NP_955631.1
131234	10090	332397	Nanos1	84872196	NP_848508.2
131234	10116	365494	Nanos1	564334544	XP_006231749.1
131238	9606	128646	SIRPD	258547137	NP_848555.2
131239	9606	139170	DCAF12L1	71284432	NP_848565.2
131241	9606	339500	ZNF678	282395053	NP_848644.2
131242	9606	353149	TBC1D26	148235002	NP_848666.2
131244	9606	286234	SPATA31E1	155029550	NP_849150.3
131245	9606	353219	KAAG1	31044434	NP_851854.1
131246	9606	284827	KRTAP13-4	31791004	NP_853631.1
131253	10090	272158	Poln	46309579	NP_862905.1
131253	10116	102555079	LOC102555079	564384700	XP_006251474.1
131255	9606	132724	TMPRSS11B	187761337	NP_872308.2
131256	9606	139422	MAGEB10	73623441	NP_872312.2
131257	9606	203562	TMEM31	55770866	NP_872347.2
131258	9606	284312	ZSCAN1	110431336	NP_872378.3
131259	9606	284805	C20orf203	292658849	NP_872390.2
131260	9606	342926	ZNF677	33438598	NP_872415.1
131266	10090	69457	2310005G13Rik	158853996	NP_899104.2
131266	10116	360707	RGD1310935	564376528	XP_006248278.1
131269	9606	285498	RNF212	37059810	NP_919420.1
131269	10090	671564	Rnf212	568936667	XP_006535394.1
131269	10116	689721	Rnf212	564382619	XP_006250649.1
131270	9606	10917	BTNL3	37574624	NP_932079.1
131274	9606	162966	ZNF600	156766086	NP_940859.2
131275	9606	285268	ZNF621	38348284	NP_940886.1
131277	10090	381463	Nr1h5	170650692	NP_963913.2
131277	10116	690430	Nr1h5	392345953	XP_003749414.1
131278	10090	383548	Serpinb3b	38371730	NP_941373.1
131278	10090	381286	Serpinb3c	160333613	NP_958751.2
131279	9606	376267	RAB15	38371739	NP_941959.1
131281	9606	386682	KRTAP10-3	63053515	NP_941969.2
131283	9606	158293	FAM120AOS	148664228	NP_942138.2
131288	9606	91227	GGTLC2	218505805	NP_954578.2
131289	9606	84798	C19orf48	40548384	NP_954858.1
131290	9606	151313	FAHD2B	40786394	NP_955368.1
131290	10090	68126	Fahd2a	29366814	NP_083905.1
131290	10116	296131	Fahd2a	198386332	NP_001128306.1
131291	9606	152110	NEK10	207029299	NP_955379.2
131294	10090	233637	Gm4887	568951885	XP_006508444.1
131315	10090	384701	Usp17ld	112983634	NP_001001559.2
131315	10090	13532	Usp17lc	119964688	NP_034219.3
131315	10090	13531	Usp17la	6681237	NP_031913.1
131315	10090	625530	Usp17le	379698859	NP_001243902.1
131315	10090	381944	Usp17lb	115299771	NP_958811.2
131315	10116	689730	LOC689730	392344528	XP_001071809.3
131315	10116	293310	Usp17l5	109459181	XP_219062.4
131321	9606	389874	ZCCHC13	42558260	NP_976048.1
131323	9606	114932	MRFAP1L1	44921608	NP_982287.1
131340	10090	279572	Tlr13	45429999	NP_991389.1
131340	10116	317227	Tlr13	564399362	XP_006257061.1
131343	9606	54843	SYTL2	46255062	NP_996810.1
131343	10090	83671	Sytl2	91718891	NP_001035175.1
131343	10116	361604	Sytl2	564329656	XP_006229749.1
131344	10116	100910977	LOC100910977	392354000	XP_003751651.1
131345	10090	259044	Olfr1353	22128865	NP_667253.1
131345	10116	299593	Olr1078	46485415	NP_997480.1
131347	9606	344561	GPR148	284447291	NP_997247.2
131349	9606	388569	ZNF324B	194018495	NP_997278.2
131351	9606	400359	C15orf53	46409512	NP_997327.1
131352	9606	400360	C15orf54	46409514	NP_997328.1
131353	9606	400591	C17orf102	149944524	NP_997337.2
131356	10090	404335	Olfr1535	46849789	NP_997455.1
131371	9606	125919	ZNF543	190610002	NP_998763.2
131381	10116	686092	Tmem258	392350752	XP_001066513.3
131381	10116	499317	RGD1560328	564332945	XP_574622.4
131381	10116	690138	LOC690138	564382685	XP_006250663.1
131382	10116	679586	LOC679586	109483963	XP_001053597.1
131391	10116	680353	LOC680353	109510958	XP_001056813.1
131393	10116	679960	LOC679960	109510933	XP_001056973.1
131397	10116	680585	LOC680585	293352143	XP_001057887.2
131408	9606	102724536	LOC102724536	578821004	XP_006718463.1
131408	10116	685580	LOC685580	109459666	XP_001064406.1
131411	10116	685782	LOC685782	109499515	XP_001065244.1
131411	10116	503459	RGD1565129	293363130	XP_579011.3
131416	10090	102637749	LOC102637749	569002477	XP_006525299.1
131416	10116	688473	LOC688473	564363168	XP_006242908.1
131425	10116	690082	LOC690082	392344401	XP_003748950.1
131425	10116	100911148	LOC100911148	564329548	XP_006229699.1
131430	10116	690840	LOC690840	109468155	XP_001075844.1
131441	10116	367324	RGD1559955	564369983	XP_006245653.1
131464	10116	100911728	LOC100911728	392352835	XP_003751319.1
131487	9606	284257	BOD1L2	384081577	NP_001244893.1
131489	9606	100287651	LOC100287651	530388664	XP_002342894.4
131508	10116	301299	RGD1566137	564367714	XP_217361.4
131508	10116	100910579	LOC100910579	564373160	XP_006246935.1
131519	10116	364460	RGD1565438	34875549	XP_344453.1
131525	9606	101059915	LOC101059915	410170783	XP_003960011.1
131539	10090	102638882	LOC102638882	568993953	XP_006521683.1
131539	10116	500896	RGD1562063	564360776	XP_006241975.1
131540	10090	100504162	Prss51	302318939	NP_001180560.1
131540	10116	100910401	LOC100910401	392353593	XP_003751550.1
131552	10090	102633458	LOC102633458	568986129	XP_006518344.1
131563	9606	390877	LOC390877	410170838	XP_003403529.3
131587	9606	100131755	ARMCX4	371877632	NP_001243084.1
131587	10090	100503043	Armcx4	363989837	NP_001189429.2
131587	10116	100359678	Armcx4	564399979	XP_006257299.1
131593	9606	7627	ZNF75A	23308517	NP_694573.1
131594	10116	100910388	LOC100910388	564400012	XP_006257314.1
131603	10090	102636299	LOC102636299	568933472	XP_006535897.1
131606	10116	314054	RGD1560073	27663114	XP_234077.1
131623	9606	100132731	LOC100132731	578807958	XP_003403469.3
131623	10116	100362908	LOC100362908	564347739	XP_006236918.1
131626	9606	81466	OR2L5	385137113	NP_001245213.1
131630	10116	314248	RGD1562381	62650957	XP_234319.3
131643	10090	669393	Gm9457	149258340	XP_001473369.1
131644	10090	102635076	LOC102635076	568977277	XP_006534685.1
131645	10116	100360791	LOC100360791	392343605	XP_003748716.1
131646	9606	30848	CTAG2	543583754	NP_758965.2
131655	10090	102637973	LOC102637973	568914812	XP_006498570.1
131657	10116	366030	RGD1561137	564340723	XP_006234176.1
131666	10116	100910678	LOC100910678	392347303	XP_003749791.1
131669	9606	100423062	IGLL5	295986608	NP_001171597.1
131669	9606	3543	IGLL1	13399298	NP_064455.1
131669	10090	16136	Igll1	298358585	NP_001177254.1
131669	10116	100360919	Igll1	298358107	NP_001177270.1
131675	10116	313253	Zfp618	564351344	XP_006238328.1
131696	10116	314556	RGD1562404	564359746	XP_234780.2
131698	9606	440533	PSG8	51510887	NP_874366.1
131699	10090	545578	Gm5858	568925733	XP_006502630.1
131708	10090	102638837	LOC102638837	568958175	XP_006531611.1
131708	10116	100910419	LOC100910419	564395789	XP_006255666.1
131709	9606	285556	LOC285556	578809697	XP_373030.5
131709	10090	102634333	LOC102634333	568925564	XP_006502619.1
131709	10116	102555814	LOC102555814	564339018	XP_006233454.1
131714	9606	285311	C3orf56	56090574	NP_001007535.1
131721	10116	295073	RGD1311318	293357251	XP_227185.3
131721	10116	502534	RGD1560162	392345659	XP_578020.4
131723	9606	392288	MAP1LC3BP1	578816879	XP_006716971.1
131736	10090	100041680	Gm3470	149254122	XP_001477472.1
131742	10090	101056084	LOC101056084	568989639	XP_006519926.1
131742	10116	361039	RGD1560492	564386288	XP_006252087.1
131747	10090	77763	Gm9736	568969172	XP_006514417.1
131751	10116	100361180	LOC100361180	564387215	XP_006252438.1
131759	10116	688416	Rpl31l1	564399915	XP_006257271.1
131760	10116	100363469	LOC100363469	293351772	XP_002727838.1
131784	9606	101928603	C6orf229	542133090	NP_001269421.1
131784	10090	666145	1700016G14Rik	94394748	XP_986992.1
131784	10116	102548126	LOC102548126	564391415	XP_006254000.1
131789	10090	102635661	LOC102635661	568958440	XP_006531628.1
131789	10116	304447	RGD1559821	564379237	XP_006249352.1
131791	10116	100363178	LOC100363178	293357496	XP_002729146.1
131795	10116	498192	RGD1560398	109496077	XP_579793.2
131802	10090	665181	Gm11964	94389884	XP_984466.1
131803	10116	100360558	Rps12l2	293356592	XP_002728943.1
131804	10090	243866	Gm4969	568946862	XP_006540527.1
131804	10116	102553424	LOC102553424	564326717	XP_006228556.1
131820	10116	498085	RGD1563835	62657909	XP_573288.1
131834	10116	683456	LOC683456	564353400	XP_006239172.1
131856	9606	441459	ANKRD18B	347954819	NP_001231681.1
131865	10116	680394	LOC680394	564399774	XP_006257214.1
131872	10090	100039731	Gm10051	149254610	XP_001473974.1
131872	10116	100362069	LOC100362069	293355780	XP_002728752.1
131918	10090	102636989	LOC102636989	568953036	XP_006508728.1
131934	9606	728597	DCDC2C	566006166	NP_001274373.1
131934	10090	68511	Dcdc2c	307344686	NP_001171435.2
131934	10116	500637	Dcdc2c	307775428	NP_001182736.1
131960	9606	729159	LOC729159	533869979	NP_001269230.1
131961	9606	728741	NPIPB6	542133101	NP_001269453.1
131961	9606	100507607	NPIPB9	564730537	NP_001274179.1
131961	9606	728734	NPIPB8	578828731	XP_006721175.1
131961	9606	440348	NPIPB15	578829464	XP_006721420.1
131981	9606	400499	LOC400499	578828428	XP_006721060.1
131998	9606	400986	ANKRD36C	578805299	XP_006712951.1
132008	10116	102554516	LOC102554516	564386334	XP_006252099.1
132008	10116	100361213	LOC100361213	564386063	XP_006251986.1
132008	10116	100362949	LOC100362949	564386332	XP_006252098.1
132009	9606	56967	C14orf132	574283671	NP_001276068.1
132010	9606	100652777	LOC100652777	578828432	XP_006721062.1
132015	9606	102724543	LOC102724543	578830202	XP_006721688.1
132017	10090	432798	Gm5453	82951993	XP_484309.2
132017	10116	499133	RGD1562402	62639430	XP_574425.1
132023	10090	100042960	Gm4131	568990151	XP_006519987.1
132023	10116	102554746	LOC102554746	564386746	XP_006252256.1
132029	9606	101929983	LOC101929983	578800207	XP_006711143.1
132032	9606	79024	SMIM2	13129030	NP_076963.1
132038	9606	644070	LOC644070	578830219	XP_006721690.1
132038	10090	544792	Gm12302	149261929	XP_618894.4
132057	9606	102724742	LOC102724742	578800209	XP_006711144.1
132087	9606	100861412	FSBP	371502131	NP_001243070.1
132087	10090	100503583	Fsbp	371502134	NP_001243071.1
132087	10116	102550523	LOC102550523	564350374	XP_006237955.1
132095	9606	654502	IQCJ	111607465	NP_001036170.1
132095	10090	208426	Iqcj	29243940	NP_808253.1
132117	10090	100502846	Gm19410	568954435	XP_006509298.1
132117	10116	100910088	LOC100910088	564389455	XP_006253310.1
132179	10090	100039478	Gm11810	149252067	XP_001472962.1
132183	10090	102631503	LOC102631503	568964471	XP_006512471.1
132183	10090	100039674	Gm10634	568962629	XP_006511669.1
132183	10090	77049	4921528I07Rik	94386585	XP_486266.3
132183	10116	501031	RGD1560775	564364881	XP_006243592.1
132184	10090	73934	4930412D23Rik	528078362	NP_001268466.1
132184	10116	100361422	LOC100361422	564399910	XP_006257270.1
132185	10090	100039786	Gm2423	568982135	XP_006516882.1
132187	10090	100039899	Gm2483	569009449	XP_006541630.1
132205	9606	392275	SMPD5	530389511	XP_001714084.2
132205	10090	100503915	Smpd5	306966148	NP_001182466.1
132205	10116	100359829	Smpd5	392349580	XP_002729885.2
132215	9606	100129543	ZNF730	475808217	NP_001264332.1
132216	9606	100128905	LOC100128905	239741824	XP_001721897.2
132218	9606	645202	LOC645202	578827700	XP_006720862.1
132218	9606	100132202	LOC100132202	578827702	XP_006720863.1
132253	10090	102637513	LOC102637513	568925758	XP_006502632.1
132261	9606	283685	GOLGA6L2	397139548	XP_002343363.3
132262	10090	100862214	LOC100862214	377835406	XP_003688884.1
132262	10116	100359572	LOC100359572	293355937	XP_002728800.1
132323	9606	400629	TEX19	46409542	NP_997342.1
132323	10090	70956	Tex19.2	13937371	NP_081898.1
132323	10116	691099	Tex19.2	157819933	NP_001103092.1
132326	9606	138881	OR1L8	52218832	NP_001004454.1
132326	10090	258618	Olfr355	33239288	NP_666836.1
132326	10116	405114	Olr418	47577327	NP_001000825.1
132337	10090	102638514	LOC102638514	569004961	XP_006526467.1
132337	10116	102546724	LOC102546724	564393134	XP_006254672.1
132352	10090	102639054	LOC102639054	568969593	XP_006514476.1
132352	10116	102548194	LOC102548194	564359476	XP_006241482.1
132401	10090	257975	Olfr598	58801352	NP_001011793.1
132401	10090	258135	Olfr597	167860133	NP_001011845.2
132403	10116	405014	Olr86	47576563	NP_001000747.1
132439	10090	258799	Olfr906	116174752	NP_667014.2
132439	10116	300567	Olr1242	47577775	NP_001000450.1
132439	10116	100912127	LOC100912127	392347052	XP_003749710.1
132451	10116	679594	LOC679594	564380100	XP_006249676.1
132455	10090	69441	1700023F06Rik	360039201	NP_001241653.1
132455	10116	100361655	LOC100361655	564374767	XP_006247608.1
132482	10116	100361838	LOC100361838	564395639	XP_002728648.3
132499	10090	433003	Gm5481	568996832	XP_006522868.1
132499	10116	100361143	LOC100361143	293357149	XP_002729075.1
132505	10116	100362296	LOC100362296	392346801	XP_002729258.2
132505	10116	499911	RGD1565648	109468989	XP_575255.2
132525	10116	100360357	LOC100360357	293359835	XP_002729650.1
132541	10116	100359968	LOC100359968	379991176	NP_001244023.1
132541	10116	100360049	LOC100360049	386645016	NP_001247413.1
132541	10116	363044	RGD1560112	564363119	XP_006242893.1
132609	9606	100996482	LOC100996482	397139328	XP_003846300.1
132668	10090	229687	Chil5	568925309	XP_006502584.1
132668	10116	310771	Chi3l4	392345981	XP_227566.5
132671	10090	100503036	1700015G11Rik	307548826	NP_001182530.1
132671	10116	499158	Ccdc179	307548824	NP_001182528.1
132686	9606	342850	ANKRD62	472339087	NP_001264262.1
132734	10090	102635385	LOC102635385	568960544	XP_006510785.1
132734	10116	315651	RGD1562811	564363696	XP_006243124.1
132769	10116	100912000	LOC100912000	564369400	XP_006245410.1
132797	9606	388559	ZNF888	530417704	XP_005259508.1
132867	10116	102556086	LOC102556086	564342942	XP_006235056.1
132942	10090	233810	Abca16	525313703	NP_001265872.1
132942	10116	293444	Abca16	564330737	XP_006230215.1
132944	10116	301115	Ak5	564366917	XP_006244412.1
132951	10090	664969	Gm7429	94408110	XP_978816.1
132951	10116	364060	Rpl30l1	62659829	XP_344179.2
133013	9606	3283	HSD3B1	4504507	NP_000853.1
133013	10090	15493	Hsd3b2	162461559	NP_694873.2
133013	10090	15494	Hsd3b3	240120134	NP_001155214.1
133013	10090	15497	Hsd3b6	162461883	NP_038849.2
133014	9606	6160	RPL31	4506633	NP_000984.1
133014	10090	114641	Rpl31	16716589	NP_444487.1
133014	10116	64298	Rpl31	11968078	NP_071951.1
133015	9606	127074	OR2T4	52317221	NP_001004696.1
133015	10090	100502887	Olfr331	374532830	NP_001011861.2
133015	10090	259148	Olfr329-ps	289547739	NP_001011531.2
133015	10090	258879	Olfr330	22129127	NP_667090.1
133015	10090	258261	Olfr325	289547746	NP_997036.2
133015	10090	258495	Olfr328	289547729	NP_666713.2
133015	10090	258198	Olfr224	293651606	NP_997578.1
133017	10116	287487	Olr1475	47575925	NP_001000027.1
133017	10116	100909438	LOC100909438	392356160	XP_003752249.1
133017	10116	287496	Olr1492	47575947	NP_001000029.1
133017	10116	404974	Olr1471	47575919	NP_001000722.1
133019	10090	258652	Olfr1131	110671321	NP_666869.2
133019	10116	295813	Olr575	47577691	NP_001000327.1
133021	10090	258454	Olfr1202	33239030	NP_666673.1
133021	10090	258455	Olfr1204	110671324	NP_666674.2
133021	10116	295862	Olr655	47577621	NP_001000342.1
133021	10116	404830	Olr653	47577631	NP_001000637.1
133021	10116	295865	Olr659	47577605	NP_001000345.1
133029	10090	259096	Olfr561	22128785	NP_667303.1
133029	10116	405018	Olr57	47577705	NP_001000749.1
133031	9606	254973	OR1L4	52546687	NP_001005235.1
133031	10116	405112	Olr427	47577355	NP_001000823.1
133035	10090	259162	Olfr427	46391077	NP_997041.1
133035	10116	405223	Olr1591	47576447	NP_001000912.1
133035	10116	405355	Olr1590	47576445	NP_001000995.1
133038	9606	390892	OR7A10	52353344	NP_001005190.1
133038	10116	405362	Olr1073	47578011	NP_001000998.1
133040	10090	404311	Olfr209	269784653	NP_997434.2
133040	10116	405995	Olr1528	47576333	NP_001001099.1
133046	10090	259054	Olfr589	22128851	NP_667263.1
133046	10116	293223	Olr80	47606351	NP_001001270.1
133050	9606	353088	ZNF429	116256455	NP_001001415.2
133051	10090	258503	Olfr98	33239260	NP_666721.1
133051	10090	258505	Olfr97	33239264	NP_666723.1
133051	10116	294196	Olr1742	47834337	NP_001001424.1
133052	9606	548313	SSX4B	83367081	NP_001030004.1
133052	9606	6759	SSX4	5032123	NP_005627.1
133052	10090	387132	Ssxb2	197116368	NP_001127698.1
133053	9606	728373	USP17L25	334191675	NP_001229255.1
133053	9606	728386	USP17L5	334191679	NP_001229258.1
133053	9606	728419	USP17L30	379030622	NP_001243796.1
133053	9606	728369	USP17L24	337756779	NP_001229256.1
133053	9606	728405	USP17L29	334191685	NP_001229261.1
133053	9606	728379	USP17L26	334191677	NP_001229257.1
133053	9606	728400	USP17L28	334191683	NP_001229260.1
133053	9606	728393	USP17L27	334191681	NP_001229259.1
133053	9606	100287441	USP17L20	379030604	NP_001243790.1
133053	9606	100287178	USP17L11	378925634	NP_001243783.1
133053	9606	100287364	USP17L18	379030599	NP_001243788.1
133053	9606	100287205	USP17L12	378925632	NP_001243782.1
133053	9606	100287478	USP17L21	379030606	NP_001243791.1
133053	9606	100287238	USP17L13	378925636	NP_001243784.1
133053	9606	100287327	USP17L17	378925638	NP_001243786.1
133053	9606	100288520	USP17L15	379643059	NP_001243823.1
133053	9606	100287404	USP17L19	379030602	NP_001243789.1
133053	9606	100287513	USP17L22	379030610	NP_001243792.1
133053	9606	100287144	USP17L10	378925630	NP_001243781.1
133054	9606	285440	CYP4V2	187960086	NP_997235.3
133054	10090	102294	Cyp4v3	19527190	NP_598730.1
133054	10116	266761	Cyp4v3	208022708	NP_001129072.1
133055	9606	54205	CYCS	11128019	NP_061820.1
133055	10090	13063	Cycs	6681095	NP_031834.1
133055	10116	25309	Cycs	6978725	NP_036971.1
133055	10116	100363502	LOC100363502	392354772	XP_003751847.1
133056	10090	100040961	Gm10145	149260690	XP_001475499.1
133063	9606	8655	DYNLL1	83267866	NP_001032583.1
133063	10090	56455	Dynll1	213688406	NP_062656.3
133063	10116	58945	Dynll1	16758016	NP_445771.1
133069	9606	79295	OR5H6	53828732	NP_001005479.1
133069	10090	258319	Olfr187	269308263	NP_666434.2
133073	9606	441521	CT45A5	288683726	NP_001165759.1
133073	9606	102723631	LOC102723631	578838784	XP_006724856.1
133076	9606	90317	ZNF616	49574543	NP_848618.2
133076	10090	433804	Gm13154	169646737	NP_001014419.2
133076	10090	433791	Gm13251	148230208	NP_001078991.1
133076	10090	100041379	Gm13242	288541369	NP_001096628.2
133076	10090	667666	Zfp600	294712570	NP_001171017.1
133076	10090	626316	Gm13051	85702314	NP_001033015.1
133076	10090	100503584	Zfp534	187608657	NP_001120660.1
133076	10090	666532	Gm13139	145046227	NP_001077387.1
133076	10090	100041677	Gm13157	187608663	NP_001120661.1
133076	10090	433801	Gm13212	326633247	NP_001192030.1
133076	10090	112422	2610305D13Rik	163644307	NP_659544.2
133076	10090	100041433	Gm13247	341865603	NP_001230068.1
133076	10090	100043034	Rex2	295293068	NP_001171238.1
133076	10090	102632968	LOC102632968	568932406	XP_006539407.1
133078	9606	810	CALML3	4885111	NP_005176.1
133078	10090	70405	Calml3	13386230	NP_081692.1
133078	10116	307100	Calml3	58865676	NP_001012054.1
133080	9606	3107	HLA-C	52630342	NP_002108.4
133081	10090	22694	Zfp35	83423526	NP_035885.2
133081	10116	307547	Zfp35	61557076	NP_001013159.1
133085	9606	445329	SULT1A4	62868225	NP_001017390.1
133085	9606	6818	SULT1A3	29550921	NP_808220.1
133086	9606	114769	CARD16	62953113	NP_001017534.1
133090	10090	76219	Arxes1	21617845	NP_083817.1
133090	10090	76976	Arxes2	21624631	NP_084099.1
133090	10116	317409	MGC109340	66730376	NP_001019438.1
133090	10116	100360464	Arxes2	564400084	XP_006257345.1
133100	10090	545762	Gm16367	345842339	NP_001026793.2
133100	10090	100038995	LOC100038995	569016293	XP_006542847.1
133100	10090	100041179	Gm3183	568936450	XP_006535371.1
133100	10090	100039010	LOC100039010	569016291	XP_006542846.1
133100	10090	100862202	LOC100862202	569016243	XP_006542834.1
133100	10090	100041712	LOC100041712	569016273	XP_006542839.1
133100	10090	100862245	LOC100862245	569016246	XP_006542835.1
133100	10090	100041253	AU018829	318037600	NP_001186984.1
133100	10090	100041032	Gm3106	568936436	XP_006535368.1
133100	10090	665290	LOC665290	569016252	XP_006536449.1
133100	10090	665943	E330014E10Rik	169881267	NP_001116140.1
133100	10090	100862115	LOC100862115	569016231	XP_006542832.1
133100	10090	100041102	Gm3139	345441788	NP_001230866.1
133100	10090	100040885	Gm16427	568936414	XP_006535359.1
133100	10090	665802	Gm7792	568936416	XP_006535360.1
133100	10090	100041354	Gm3286	170016065	NP_001116150.1
133100	10090	100041296	Gm3259	394581997	NP_001257385.1
133100	10090	381654	C87414	256017234	NP_001157757.1
133100	10090	320549	D5Ertd577e	169881264	NP_796161.3
133105	10090	13999	Gm14288	156938235	NP_001028295.2
133105	10090	100503353	Gm14440	313151172	NP_001186237.1
133105	10090	100039123	Gm14295	326439055	NP_001191986.1
133105	10116	102548897	LOC102548897	564343451	XP_006235245.1
133109	10090	245511	4930415L06Rik	291621651	NP_001029052.2
133109	10116	317272	RGD1563554	564399388	XP_006257069.1
133110	10090	546157	7420426K07Rik	85702183	NP_001029155.1
133110	10090	102636807	LOC102636807	568962698	XP_006511674.1
133110	10090	102636701	LOC102636701	568962696	XP_006511673.1
133110	10116	685501	LOC685501	109483845	XP_001064056.1
133112	10090	194735	4930430D24Rik	85702197	NP_001030028.1
133112	10090	436199	4930525M21Rik	345441796	NP_001230872.1
133112	10116	367975	LOC367975	120586989	NP_001073365.1
133112	10116	298349	RGD1563150	564400554	XP_006257546.1
133121	9606	3134	HLA-F	149158702	NP_001091949.1
133121	10090	100529082	Gm11127	316983113	NP_001186896.1
133121	10090	630294	Gm7030	294489324	NP_001170938.1
133125	9606	283238	SLC22A24	318064847	NP_001129978.2
133125	10090	207151	Slc22a19	21450131	NP_659034.1
133125	10116	286961	Slc22a24	27545380	NP_775424.1
133127	10116	501233	LOC501233	114145652	NP_001041432.1
133127	10116	102552901	LOC102552901	564325902	XP_006228187.1
133127	10116	689101	Khdc1b	293361604	XP_001069525.2
133137	10090	667414	Gm8618	94363969	XP_995532.1
133137	10116	498360	RGD1563570	62660444	XP_573594.1
133143	9606	6202	RPS8	4506743	NP_001003.1
133143	10090	20116	Rps8	6677813	NP_033124.1
133143	10116	65136	Rps8	13928986	NP_113894.1
133152	9606	387332	TBPL2	39930602	NP_950248.1
133152	10090	227606	Tbpl2	39979630	NP_951014.1
133152	10116	680050	Tbpl2	150247085	NP_001092831.1
133162	9606	79895	ATP8B4	50083277	NP_079113.2
133162	10090	241633	Atp8b4	157671921	NP_001074413.2
133162	10116	311396	Atp8b4	564342807	XP_006235000.1
133163	10116	100359642	Chmp4b	564343899	XP_006235435.1
133193	9606	55199	FAM86C1	153251811	NP_001093123.1
133194	9606	645425	PRAMEF20	153792112	NP_001093322.1
133194	10090	627009	Gm13125	169234924	NP_001108549.1
133194	10116	691150	Pramef20	109475806	XP_001077012.1
133195	10090	242546	Cyp2j12	154147742	NP_001093652.1
133195	10116	313373	Cyp2j10	201066389	NP_001128452.1
133205	10090	20556	Slfn2	6755570	NP_035538.1
133205	10116	303380	Slfn2	157823357	NP_001100501.1
133207	9606	440335	SMIM22	359385723	NP_001240720.1
133207	10090	432995	Smim22	359374254	NP_001240725.1
133207	10116	360478	Smim22	157818475	NP_001101736.1
133212	9606	8290	HIST3H3	4504299	NP_003484.1
133214	10090	240041	Zfp945	159110675	NP_001103724.1
133214	10116	100362641	Zfp945	564325831	XP_006228161.1
133217	10090	635895	Gm7168	171916117	NP_001116449.1
133217	10090	664831	Gm7358	569002211	XP_978062.3
133217	10090	664821	Gm7356	569002208	XP_977970.4
133217	10090	75011	4930488N24Rik	569002217	XP_006525259.1
133217	10116	292393	RGD1561667	392343711	XP_003748752.1
133217	10116	685793	LOC685793	392344068	XP_001065293.2
133218	10090	244234	5830411N06Rik	189458797	NP_001121618.1
133218	10116	680907	LOC680907	392344724	XP_002728864.2
133221	10090	100233208	Gm10778	219282697	NP_001136435.1
133221	10116	100125368	LOC100125368	213385268	NP_001132959.1
133221	10116	102551539	LOC102551539	564357961	XP_006240895.1
133226	9606	727837	SSX2B	256542319	NP_001157889.1
133226	9606	6757	SSX2	28559006	NP_783629.1
133233	10090	100504474	Smlr1	307219209	NP_001182525.1
133233	10116	686032	Smlr1	307219242	NP_001182535.1
133234	9606	648044	LOC648044	410170738	XP_003960001.1
133234	10090	100503710	Gm5741	306922426	NP_001182460.1
133234	10116	685513	LOC685513	109507914	XP_001064100.1
133236	9606	100506736	SLFN12L	307746919	NP_001182719.1
133236	10090	20558	Slfn4	84490391	NP_035540.2
133236	10090	20557	Slfn3	6755572	NP_035539.1
133237	10090	73233	Zfp942	312261244	NP_001185977.1
133237	10090	319615	Zfp944	161353465	NP_795936.2
133239	10090	75514	1700013H16Rik	317108149	NP_001186942.1
133239	10116	100360496	Fam9b	564399704	XP_006257198.1
133246	10090	240038	Gm4944	326633225	NP_001192024.1
133246	10116	690559	Zfp28	564325800	XP_006228150.1
133248	9606	162968	ZNF497	333033771	NP_940860.2
133251	9606	100289561	LOC100289561	337298392	NP_001229642.1
133253	10090	70081	2210404O09Rik	374532771	NP_001243422.1
133253	10090	210853	Zfp947	29243956	NP_808264.1
133254	9606	1485	CTAG1B	4503119	NP_001318.1
133254	9606	246100	CTAG1A	21281685	NP_640343.1
133255	9606	3135	HLA-G	4504415	NP_002118.1
133255	10090	14991	H2-M3	7305129	NP_038847.1
133255	10116	24747	RT1-M3-1	270133029	NP_075210.2
133260	9606	5544	PRB3	117306167	NP_006240.4
133261	9606	10485	C1orf61	5453625	NP_006356.1
133262	9606	7576	ZNF28	305682571	NP_008900.3
133263	9606	7592	ZNF41	23510455	NP_700359.1
133272	9606	834	CASP1	15431328	NP_150634.1
133272	10090	12362	Casp1	86198305	NP_033937.2
133272	10116	25166	Casp1	31542341	NP_036894.2
133273	9606	2712	GK2	41393575	NP_149991.2
133273	10090	14626	Gk2	6754000	NP_034424.1
